,Name,R,2B,3B,HR,BB,IBB,SO,BA,OBP,SLG,OPS,bbType_flyBall,bbType_groundBall,bbType_lineDrive,bbType_popUp,2BperPA,3BperPA,HRperPA,BBperPA,IBBperPA,SOperPA,launch_speed_median,launch_angle_median,p1,p2,p3,p4
299,Brandon Moss,413,157,16,160,324,23,962,0.236,0.314,0.452,0.765,0.3263825929283772,0.35176790571169536,0.23934723481414324,0.08250226654578423,0.04495990836197022,0.004581901489117984,0.045819014891179836,0.09278350515463918,0.006586483390607102,0.2754868270332188,90.55,21.0,-2.8334620080092745,-1.3476220960846659,-1.1147332684018194,2.990689581825097
300,Mike Moustakas,501,235,6,190,334,25,752,0.251,0.31,0.442,0.753,0.2673507966513637,0.3778017823386444,0.2268431001890359,0.12773426951120712,0.05,0.001276595744680851,0.04042553191489362,0.07106382978723404,0.0053191489361702135,0.16,90.3,17.0,-2.8391534250221557,-1.3983071869368298,-1.155013928732213,2.951288825154758
301,Daniel Murphy,710,371,29,138,364,56,709,0.29600000000000004,0.341,0.455,0.7959999999999999,0.25274725274725274,0.4158918005071851,0.2669061707523246,0.06424344885883347,0.06446568201563857,0.0050390964378801036,0.023979148566463944,0.06324934839270199,0.009730668983492615,0.12319721980886185,90.4,15.0,-2.8424609824357727,-1.4465602698562616,-1.1793364192918327,2.94521303307403
302,David Murphy,419,190,14,101,305,23,551,0.272,0.331,0.428,0.759,0.2647058823529412,0.454879679144385,0.2052139037433155,0.0748663101604278,0.05122674575357239,0.0037746023186842814,0.027231059584793747,0.08223240765705042,0.006201132380695605,0.14855756268535994,90.25,6.0,-2.8517678315293193,-1.6398963376247584,-1.3750061872747878,2.837097305018599
303,Wil Myers,437,169,12,129,331,14,893,0.254,0.329,0.447,0.7759999999999999,0.2213953488372093,0.4427906976744186,0.2679069767441861,0.06790697674418604,0.050267697798929215,0.0035693039857227844,0.03837001784651993,0.0984533016061868,0.004164187983343248,0.2656157049375372,91.6,12.0,-2.9063302399207407,-1.527530378856869,-1.2995180089483764,2.9283986961148956
304,Mike Napoli,610,200,10,241,566,29,1315,0.247,0.345,0.478,0.823,0.3353714460409661,0.386426169367166,0.19229593396514827,0.08590645062671966,0.042176296921130334,0.002108814846056516,0.05082243778996204,0.1193589202867988,0.0061155630535638964,0.2773091522564319,91.1,19.0,-2.8482940095834772,-1.4266769072993444,-1.1820080956389611,2.9735219429932904
305,Daniel Nava,224,103,2,29,196,5,387,0.266,0.35700000000000004,0.38,0.737,0.2974169741697417,0.4103321033210332,0.24944649446494466,0.04280442804428045,0.05209914011127972,0.0010116337885685382,0.014668689934243802,0.09914011127971674,0.002529084471421345,0.19575113808801212,89.8,14.0,-2.8353075863420596,-1.4803751616470302,-1.2330814286546976,2.908514937287595
306,Dioner Navarro,225,105,4,59,181,10,379,0.251,0.306,0.374,0.679,0.266025641025641,0.4166666666666667,0.2225783475783476,0.09472934472934473,0.04024530471444998,0.0015331544653123805,0.02261402836335761,0.0693752395553852,0.0038328861632809506,0.14526638558834806,87.0,17.0,-2.7275808923946467,-1.3448481768151017,-1.112811133864474,2.861936133713326
307,Derek Norris,242,98,4,63,195,10,541,0.23,0.304,0.38,0.684,0.2256728778467909,0.3961352657004831,0.26570048309178745,0.11249137336093858,0.04464692482915718,0.001822323462414579,0.028701594533029614,0.0888382687927107,0.004555808656036446,0.2464692482915717,88.9,17.0,-2.8238819958056305,-1.3561879477336263,-1.1546076903931344,2.9052587662446343
308,Eduardo Nunez,353,148,19,58,135,6,401,0.276,0.31,0.404,0.7140000000000001,0.16566385880465306,0.5094263939029282,0.21660649819494585,0.10830324909747292,0.04918577600531738,0.006314390162844799,0.01927550681289465,0.0448654037886341,0.0019940179461615157,0.13326686606846128,89.1,5.0,-2.8252824757226365,-1.6029158078120846,-1.3521735079383241,2.808354451006142
309,Rougned Odor,429,146,26,146,193,12,799,0.237,0.289,0.439,0.728,0.23748448489863466,0.43773272652048,0.2201075713694663,0.10467521721141912,0.0425160163075131,0.007571345369831102,0.0425160163075131,0.056202679091438563,0.0034944670937682005,0.2326732673267327,91.2,15.0,-2.855705204311451,-1.4623715481150963,-1.216920232345912,2.9644513818621325
311,Matt Olson,222,66,1,103,184,13,442,0.245,0.338,0.5,0.838,0.28934967012252594,0.3628652214891612,0.2450518378887841,0.10273327049952877,0.03891509433962264,0.0005896226415094339,0.0607311320754717,0.10849056603773584,0.007665094339622642,0.2606132075471698,95.1,17.0,-2.9896204766433443,-1.5014427119810627,-1.2707747687076738,3.078346346786104
313,David Ortiz,681,317,7,275,668,136,850,0.28300000000000003,0.376,0.545,0.92,0.3521227768215721,0.3704819277108434,0.20324153757888694,0.07386689615605277,0.061517562584902,0.0013584319813700755,0.053366970696681545,0.12963322336503008,0.026392392780904328,0.16495245488065205,94.85,16.0,-2.9653916827307496,-1.5618050456024544,-1.2726368838424393,3.0541555707244417
315,Chris Owings,247,118,24,36,126,12,559,0.241,0.285,0.3670000000000001,0.652,0.21359223300970875,0.4605582524271845,0.2645631067961165,0.061286407766990285,0.05029838022165388,0.010230179028132991,0.015345268542199487,0.05370843989769821,0.005115089514066497,0.2382779198635976,88.8,11.0,-2.8093895200154066,-1.483712456600062,-1.2499264772579128,2.8610056613248034
316,Marcell Ozuna,505,176,20,166,329,15,874,0.276,0.335,0.466,0.8009999999999999,0.2200538358008076,0.4592866756393002,0.25235531628532976,0.06796769851951548,0.04263565891472868,0.004844961240310078,0.04021317829457365,0.07969961240310078,0.0036337209302325577,0.2117248062015504,93.3,10.0,-2.9411397754822928,-1.6005879726136394,-1.3566225535017225,2.9707858712255453
317,Angel Pagan,535,204,51,55,294,18,577,0.282,0.332,0.407,0.7390000000000001,0.2593215587328287,0.423605270535464,0.2430613961312027,0.07373142696944211,0.04956268221574344,0.01239067055393586,0.01336248785228377,0.07142857142857142,0.004373177842565598,0.14018464528668612,86.8,12.0,-2.741983115559896,-1.43229224783982,-1.198039642045201,2.7988963704467094
318,Joe Panik,323,127,19,39,239,14,280,0.269,0.334,0.38,0.7140000000000001,0.2050314465408805,0.4654088050314466,0.2591194968553459,0.07044025157232704,0.04468684025334271,0.006685432793807178,0.013722730471498943,0.08409570724841661,0.0049261083743842365,0.09852216748768472,88.4,11.0,-2.7986633281218793,-1.4756805067229792,-1.247492748438169,2.836774747620599
319,Gerardo Parra,620,264,42,88,312,49,890,0.276,0.32299999999999995,0.404,0.727,0.20559334845049126,0.5253212396069539,0.2398589065255732,0.029226505416981605,0.050925925925925916,0.008101851851851851,0.016975308641975308,0.060185185185185175,0.009452160493827159,0.1716820987654321,89.65,9.0,-2.8144996887071687,-1.5675040557087385,-1.3019188811913684,2.86755927289988
320,Steve Pearce,277,126,7,91,235,8,497,0.252,0.332,0.441,0.773,0.29127811300054857,0.3960504662643993,0.21886999451453648,0.09380142622051564,0.050765511684125714,0.0028203062046736503,0.036663980660757454,0.09468170829975826,0.0032232070910556,0.2002417405318292,90.9,15.0,-2.861869363829461,-1.4749512585856708,-1.2250547529471354,2.940422294001518
321,Joc Pederson,345,112,7,130,304,16,610,0.23,0.336,0.47,0.8059999999999999,0.2423331328923632,0.4281419122068551,0.2291040288634997,0.09981960312687914,0.04447974583002383,0.002779984114376489,0.051628276409849086,0.12073073868149325,0.006354249404289118,0.24225575853852266,93.0,13.0,-2.9418392255579473,-1.5463351870237947,-1.315154236805394,2.965634794371935
322,Dustin Pedroia,831,351,14,130,570,24,605,0.299,0.366,0.441,0.807,0.2566512947853849,0.4737495565803476,0.20698829372117766,0.06243348705214615,0.05755985569039029,0.0022958346999016072,0.02131846507051492,0.09347326992456544,0.003935716628402755,0.09921285667431944,89.7,8.0,-2.831066842161517,-1.6019934272040872,-1.3268040635124863,2.8383847971053773
323,Brayan Pena,123,89,2,21,102,5,199,0.262,0.303,0.354,0.6559999999999999,0.2077443146896128,0.5015365703749232,0.23110018438844496,0.05961893054701905,0.0485278080697928,0.0010905125408942203,0.011450381679389313,0.05561613958560523,0.002726281352235551,0.10850599781897492,87.3,5.0,-2.7633992740429596,-1.5836801062607517,-1.3309089320032659,2.7571992438158954
325,Hunter Pence,834,294,46,227,494,19,1240,0.276,0.332,0.455,0.7859999999999999,0.2263397947548461,0.5233751425313569,0.18263017863930064,0.0676548840744964,0.045078196872125116,0.007053051211284881,0.034805274455688436,0.07574363692118982,0.002913216804661147,0.1901257283042012,91.4,4.0,-2.8762383622459478,-1.713247206050196,-1.4404202733127527,2.8512980630278313
326,Cliff Pennington,324,120,21,36,266,8,619,0.242,0.309,0.339,0.648,0.2685308477585442,0.4163337771859743,0.2250332889480693,0.09010208610741234,0.038192234245703366,0.00668364099299809,0.011457670273711012,0.08465945257797583,0.0025461489497135576,0.19700827498408655,87.9,12.0,-2.7834321086304192,-1.459049862691604,-1.2397196928391838,2.8328719411019008
327,David Peralta,348,142,36,90,207,11,559,0.29100000000000004,0.34600000000000003,0.475,0.82,0.16413662239089186,0.5208728652751423,0.2623339658444023,0.05265654648956357,0.04930555555555555,0.0125,0.03125,0.071875,0.003819444444444444,0.19409722222222225,90.8,6.0,-2.8765345233189454,-1.6222425733543928,-1.3807928715091582,2.852648735351889
328,Jhonny Peralta,562,275,15,140,408,19,953,0.267,0.326,0.422,0.748,0.28982013721490824,0.4350083441498239,0.21843129983311704,0.05674021880215094,0.05317092034029389,0.0029002320185614852,0.027068832173240527,0.07888631090487239,0.003673627223511215,0.18426140757927303,90.4,12.0,-2.838326711104337,-1.5359838006050335,-1.2670737921034632,2.90823996017523
329,Jose Peraza,213,75,14,29,80,6,257,0.27,0.309,0.3720000000000001,0.6809999999999999,0.2180818570555895,0.4153940134392181,0.2791692119731216,0.08735491753207086,0.03738783649052842,0.006979062811565304,0.014456630109670987,0.03988035892323031,0.002991026919242273,0.12811565304087738,85.6,15.0,-2.698136272238389,-1.313520196639471,-1.1076008372029453,2.812169278011031
330,Hernan Perez,191,74,11,45,74,3,387,0.252,0.281,0.386,0.667,0.20915032679738568,0.4734931009440813,0.2469135802469136,0.07044299201161948,0.040547945205479455,0.006027397260273973,0.024657534246575345,0.040547945205479455,0.0016438356164383565,0.212054794520548,89.1,11.0,-2.8015040023437927,-1.4900389794054052,-1.2527234836393624,2.8760439065929155
331,Salvador Perez,403,189,10,152,134,17,635,0.269,0.3,0.449,0.7490000000000001,0.25440251572327044,0.3987421383647799,0.2490566037735849,0.0977987421383648,0.0485486771127665,0.0025687130747495505,0.03904443873619317,0.034420755201643984,0.004366812227074236,0.16311328024659644,90.5,17.0,-2.8264775141494702,-1.3958109381098698,-1.1418740786353436,2.978165989311101
332,Jace Peterson,159,65,11,22,189,10,357,0.227,0.317,0.331,0.648,0.2031662269129288,0.5241864555848724,0.2374670184696569,0.03518029903254178,0.0383933845245127,0.006497341996455995,0.01299468399291199,0.11163614884819846,0.005906674542232723,0.2108682811577082,88.9,8.0,-2.819308594757796,-1.5753887871390893,-1.3505660366105525,2.8120898296283454
333,Tommy Pham,341,89,15,82,273,8,520,0.273,0.369,0.463,0.8320000000000001,0.1834360027378508,0.5195071868583162,0.2648870636550308,0.03216974674880218,0.039803220035778165,0.006708407871198569,0.036672629695885514,0.12209302325581395,0.003577817531305903,0.2325581395348837,93.5,7.0,-2.9660170978991873,-1.6757271422087545,-1.4462530117555845,2.92763844303708
334,Brandon Phillips,790,291,26,158,333,27,803,0.279,0.32299999999999995,0.42,0.7440000000000001,0.23026623073330216,0.4812392962789974,0.2215475634438736,0.06694690954382687,0.046627143086043904,0.004165999038615607,0.02531645569620253,0.05335683384073065,0.004326229770870053,0.12866527800032046,86.75,9.0,-2.7261995872791567,-1.4981495163290484,-1.2462409787809128,2.7746792963142344
336,A.J. Pierzynski,398,204,10,103,159,31,469,0.277,0.311,0.412,0.722,0.2573304825901038,0.4659437996334759,0.20372632864996945,0.07284667073915699,0.048410061699098235,0.0023730422401518746,0.02444233507356431,0.037731371618414805,0.007356430944470811,0.11129568106312293,87.9,9.0,-2.749145725817161,-1.5276167884599736,-1.2546378342684024,2.8206672454978516
337,Kevin Pillar,419,205,13,82,142,6,555,0.262,0.299,0.408,0.7070000000000001,0.20369712051190894,0.4347671525062211,0.25773195876288657,0.1038037682189833,0.05880665519219736,0.003729202524383248,0.023522662076878944,0.04073436603557085,0.0017211703958691911,0.15920826161790014,87.8,13.0,-2.77794679516503,-1.4115362969421292,-1.169098046899034,2.8508477944258632
338,Stephen Piscotty,296,130,9,83,203,4,527,0.262,0.331,0.441,0.772,0.2371014492753623,0.456231884057971,0.25217391304347825,0.054492753623188415,0.05252525252525252,0.003636363636363637,0.033535353535353536,0.08202020202020202,0.0016161616161616162,0.2129292929292929,90.7,12.0,-2.86022887914032,-1.5228952848813928,-1.2731514402781081,2.911284133809863
339,Trevor Plouffe,364,155,10,106,246,5,676,0.242,0.304,0.41,0.7140000000000001,0.2684739833843463,0.4158285964145169,0.22168780061215565,0.0940096195889812,0.0479282622139765,0.0030921459492888066,0.03277674706246135,0.07606679035250463,0.0015460729746444033,0.20902906617192327,91.4,13.0,-2.8784814353916315,-1.5160505586348927,-1.2651446525112031,2.9465329412617707
340,Gregory Polanco,361,144,17,85,251,23,590,0.246,0.313,0.416,0.7290000000000001,0.22233400402414488,0.4159959758551308,0.2630784708249497,0.096579476861167,0.0507399577167019,0.005990133897110641,0.029950669485553208,0.08844256518675123,0.00810429880197322,0.20789288231148695,90.3,14.0,-2.864177431331076,-1.449207062138612,-1.2257202000452883,2.9152388313356212
341,Jorge Polanco,254,112,18,49,160,3,340,0.278,0.335,0.434,0.77,0.26217228464419473,0.3626716604244694,0.2852684144818976,0.0898876404494382,0.053409632808774435,0.008583690987124462,0.023366714353838816,0.07629947544110634,0.001430615164520744,0.16213638531235094,88.2,18.0,-2.790205550888171,-1.3223497530453296,-1.1033291341894491,2.8977581181457532
343,AJ Pollock,446,168,30,105,220,7,526,0.279,0.335,0.474,0.809,0.2109777015437393,0.4661234991423671,0.2594339622641509,0.0634648370497427,0.05491990846681922,0.009807126511932005,0.034324942791762014,0.07191892775416803,0.0022883295194508014,0.17195161817587448,91.3,11.0,-2.8789590981501396,-1.5411864340528136,-1.2876312634924167,2.9193128365553895
344,Buster Posey,595,270,9,140,484,62,634,0.302,0.37,0.456,0.826,0.2411057692307693,0.4711538461538462,0.2519230769230769,0.03581730769230769,0.05239666213856006,0.0017465554046186688,0.027168639627401514,0.09392586842615952,0.012031826120706385,0.123035125169804,91.3,10.0,-2.874417169064103,-1.579710978980659,-1.3171789681396493,2.911080609846059
345,Martin Prado,656,312,26,99,377,16,663,0.287,0.335,0.413,0.748,0.2236180904522613,0.4857621440536014,0.23073701842546065,0.059882747068676724,0.05426086956521739,0.004521739130434782,0.017217391304347827,0.06556521739130435,0.0027826086956521737,0.11530434782608695,89.8,8.0,-2.8322833528964324,-1.5842226715748544,-1.3166839264385262,2.8567204912944986
346,Jurickson Profar,250,86,11,59,182,3,333,0.238,0.318,0.397,0.715,0.21466666666666667,0.4526666666666666,0.2446666666666667,0.08800000000000001,0.042322834645669286,0.005413385826771654,0.029035433070866142,0.08956692913385826,0.0014763779527559055,0.1638779527559055,88.7,11.0,-2.810642821454066,-1.4836120535732609,-1.2624564973806742,2.8348290643326495
347,Yasiel Puig,441,159,21,132,297,21,679,0.277,0.348,0.475,0.823,0.20433560818948213,0.4716981132075472,0.23524688879967884,0.08871938980329185,0.04712507409602845,0.006224066390041493,0.03912270302311796,0.08802608180201542,0.006224066390041493,0.2012448132780083,90.1,11.0,-2.84801005660167,-1.518101818063324,-1.283309617450746,2.8738587494500805
348,Albert Pujols,997,371,3,381,739,192,852,0.279,0.35100000000000003,0.503,0.8540000000000001,0.27853604286725303,0.421494287736326,0.21150540895763825,0.08846426043878274,0.048465055519268455,0.00039190071848465056,0.04977139124755062,0.09653821032005223,0.02508164598301764,0.11129980404964077,91.5,13.0,-2.862356490106336,-1.5218090967943945,-1.2578490668148812,2.93693360238292
351,Ryan Raburn,308,134,11,89,200,9,636,0.252,0.316,0.435,0.7509999999999999,0.2808927599346761,0.4289602612955906,0.1970604246053348,0.09308655416439847,0.05242566510172144,0.00430359937402191,0.034820031298904534,0.0782472613458529,0.0035211267605633804,0.24882629107981225,92.7,10.0,-2.921708590531431,-1.6157412389761414,-1.347401678006167,2.952712548204773
352,Alexei Ramírez,601,249,17,115,263,18,650,0.27,0.307,0.392,0.7,0.2174863387978142,0.4904918032786885,0.20153005464480875,0.09049180327868853,0.0452316076294278,0.0030881017257039056,0.020890099909173482,0.0477747502270663,0.003269754768392371,0.11807447774750228,85.8,7.0,-2.7049394956135573,-1.5147091238776187,-1.2656719677433332,2.7278718697560183
353,Aramis Ramirez,509,236,9,164,311,26,576,0.28300000000000003,0.34700000000000003,0.483,0.83,0.3263837909264425,0.3657319042725004,0.2065775950668037,0.10101306709734252,0.056894889103182265,0.0021697203471552555,0.03953712632594021,0.07497589199614271,0.00626808100289296,0.13886210221793635,89.2,17.0,-2.789899664481535,-1.4042358245065585,-1.1364248378360584,2.915687393983274
354,Hanley Ramirez,805,281,15,225,552,62,1009,0.28300000000000003,0.358,0.477,0.836,0.2383598390496264,0.4579421345085266,0.2186242575205978,0.08507376892124928,0.049134464067144605,0.002622836160167861,0.039342542402517916,0.09652037069417732,0.010841056128693828,0.1764294457072915,91.2,9.0,-2.8811886696508187,-1.5915550059393373,-1.3404435640276346,2.886236505988078
355,Jose Ramirez,496,213,23,127,332,24,404,0.281,0.354,0.494,0.848,0.25212255444813586,0.3997785160575858,0.25987449243263194,0.08822443706164636,0.06279481132075472,0.006780660377358491,0.037441037735849066,0.09787735849056604,0.007075471698113208,0.11910377358490565,90.2,16.0,-2.8477533421457624,-1.4216146772348464,-1.1724115877469348,2.9218865513206262
356,Wilson Ramos,347,146,2,128,236,26,602,0.274,0.321,0.434,0.755,0.17277298850574713,0.5635775862068966,0.22341954022988506,0.03987068965517242,0.04029809550096605,0.0005520287054926856,0.03532983715153188,0.0651393872481369,0.007176373171404914,0.16616064035329836,92.7,3.0,-2.9144539519513395,-1.7424131336278104,-1.473498824023419,2.89390204808445
357,Colby Rasmus,536,183,21,166,362,23,1106,0.241,0.31,0.436,0.745,0.3315729913240287,0.3602414183327046,0.2157676348547718,0.09241795548849492,0.04442825928623452,0.005098324836125273,0.040301043942704534,0.08788540907987376,0.005583879582422918,0.2685117747025977,91.0,20.0,-2.845047172231968,-1.3841877007082146,-1.140929320291476,2.999121759493426
358,J.T. Realmuto,380,156,19,95,179,9,559,0.278,0.328,0.455,0.7829999999999999,0.2140545538603791,0.4526121128062876,0.26398520573277856,0.06934812760055477,0.053061224489795916,0.006462585034013604,0.03231292517006803,0.0608843537414966,0.0030612244897959178,0.1901360544217687,90.7,11.0,-2.8629897947195806,-1.5214687469349373,-1.274445000937987,2.9089898941004795
359,Josh Reddick,582,208,33,144,387,21,760,0.263,0.322,0.428,0.75,0.2744360902255639,0.36761546723952737,0.2526852846401719,0.1041890440386681,0.044058462190213935,0.00699004448210125,0.030502012285532724,0.0819741580173692,0.004448210124973522,0.1609828426180894,88.4,15.0,-2.794000037453559,-1.3903102648063579,-1.172836404804049,2.8688370360582285
360,Anthony Rendon,600,256,16,145,447,28,641,0.29,0.3720000000000001,0.49,0.862,0.2713004484304933,0.3664317745035234,0.28539397821909035,0.07687379884689302,0.061553257994710266,0.003847078624669392,0.03486415003606636,0.10747775907670112,0.006732387593171436,0.1541235874008175,92.2,17.0,-2.9179827231043105,-1.4383185491900612,-1.196049413070277,2.994635941311646
362,Ben Revere,400,88,37,7,151,3,308,0.284,0.319,0.343,0.6609999999999999,0.1302405498281787,0.6302405498281787,0.2161512027491409,0.02336769759450172,0.026323661381992224,0.011067903081064912,0.0020939276099311995,0.04516900987137302,0.0008973975471133713,0.09213281483697278,85.7,6.0,-2.679433479277197,-1.5437357758736014,-1.3023610040435245,2.7297114781543512
363,Jose Reyes,760,269,79,100,414,37,610,0.28300000000000003,0.336,0.4270000000000001,0.763,0.2391786083616487,0.4527995272566111,0.20697296498744275,0.10104889939429754,0.04874954693729612,0.014316781442551647,0.01812250815512867,0.07502718376223269,0.006705328017397608,0.11054729974628487,84.5,14.0,-2.659683959686746,-1.3542130279453635,-1.1206007947734595,2.7411768187575047
364,Mark Reynolds,732,233,10,281,670,22,1798,0.233,0.326,0.449,0.7759999999999999,0.3171683389074693,0.3840579710144928,0.1987179487179487,0.10005574136008916,0.03997255103791388,0.0017155601303825696,0.04820723966375021,0.11494252873563217,0.003774232286841654,0.30845771144278605,89.4,14.0,-2.8233107292693904,-1.4718548269420253,-1.2493295497389907,2.869105648075616
365,Alex Rios,577,251,37,117,251,19,740,0.272,0.313,0.425,0.738,0.2796076980014804,0.4307920059215396,0.21391561806069576,0.07549962990377497,0.052942417211558734,0.007804260704492723,0.02467833790339591,0.052942417211558734,0.004007593334739506,0.15608521408985446,90.3,13.0,-2.8247025140709603,-1.5024820582651541,-1.2284635545422462,2.925972998654267
367,Anthony Rizzo,689,268,18,229,609,66,858,0.271,0.3720000000000001,0.485,0.857,0.2506406970784213,0.3995386981035367,0.2683239364428498,0.0814966683751922,0.04948301329394387,0.0033234859675036928,0.0422821270310192,0.11244460856720828,0.012186115214180207,0.1584194977843427,90.05,15.0,-2.8482608974733177,-1.431560206027551,-1.2083979350462075,2.9030377397724445
370,Alex Rodriguez,520,154,5,178,423,27,763,0.269,0.359,0.486,0.845,0.29745566692367,0.43222821896684654,0.18704703161141087,0.08311488049344641,0.041331186258722494,0.0013419216317767046,0.04777241009125067,0.11352657004830917,0.007246376811594203,0.20477724100912506,93.2,13.0,-2.9193061787587125,-1.581578102818815,-1.320083345398259,2.9818935828040876
371,Sean Rodriguez,344,124,14,81,225,8,776,0.225,0.301,0.379,0.68,0.2705442902881537,0.43970117395944497,0.19637139807897544,0.09338313767342583,0.0425531914893617,0.004804392587508579,0.02779684282772821,0.07721345229924502,0.0027453671928620448,0.2663006177076184,89.25,13.0,-2.8091073974510365,-1.48545086221862,-1.244023036693498,2.881671581420555
372,Miguel Rojas,209,90,5,24,131,15,252,0.265,0.319,0.358,0.677,0.16403402187120292,0.5139732685297691,0.2563791008505468,0.06500607533414338,0.04420432220039293,0.002455795677799607,0.011787819253438114,0.06434184675834971,0.007367387033398821,0.1237721021611002,87.2,8.0,-2.764311629489564,-1.5064707826414676,-1.2774507440654934,2.781389371020061
374,Jimmy Rollins,652,242,34,117,445,25,624,0.251,0.317,0.395,0.7120000000000001,0.27130098962104754,0.42469225199131067,0.2131305817040792,0.09075549118995896,0.047656557699881835,0.006695549428909021,0.02304056715242221,0.08763292634895628,0.004923198109491926,0.12288302481291848,86.8,14.0,-2.7325919866045085,-1.4079763780641101,-1.168193091161209,2.810107427596484
375,Adam Rosales,186,69,6,48,135,5,451,0.226,0.29100000000000004,0.365,0.6559999999999999,0.2768079800498753,0.4139650872817955,0.22443890274314213,0.08395677472984206,0.038184836745987834,0.003320420586607637,0.026563364692861097,0.07470946319867182,0.002767017155506364,0.2495849474266741,89.8,16.0,-2.8194696835682906,-1.4273556175052269,-1.1950516683913759,2.935026697243185
376,Eddie Rosario,400,134,22,119,133,15,539,0.277,0.31,0.478,0.7879999999999999,0.2784169351127473,0.40266912103083297,0.23239760699493786,0.08651633686148183,0.04734982332155477,0.007773851590106007,0.04204946996466431,0.0469964664310954,0.00530035335689046,0.1904593639575972,90.3,16.0,-2.8168082100854166,-1.4262773875783927,-1.1701118232010572,2.951874036320993
377,Cody Ross,378,178,11,106,238,15,684,0.262,0.321,0.436,0.758,0.31509364671318396,0.3929489533602644,0.19941241278002209,0.09254498714652956,0.05455102666258045,0.003371130861170702,0.03248544284400858,0.07293901317805701,0.004596996628869139,0.20962304627643272,91.8,10.0,-2.8915440317032792,-1.595682481543621,-1.3235432944578553,2.92851218333984
379,Carlos Ruiz,358,193,4,62,356,50,442,0.265,0.35200000000000004,0.39,0.742,0.2524031007751938,0.4651162790697674,0.21829457364341084,0.0641860465116279,0.054183043234138126,0.0011229646266142617,0.017405951712521055,0.09994385176866928,0.01403705783267827,0.12408759124087593,88.3,11.0,-2.787660896229917,-1.5081301901536803,-1.2522995139288209,2.827845425360833
380,Addison Russell,256,100,9,60,186,17,532,0.242,0.312,0.392,0.7040000000000001,0.22086284610431425,0.42884739214423695,0.2633612363168062,0.08692852543464262,0.045207956600361664,0.00406871609403255,0.027124773960217,0.08408679927667269,0.007685352622061482,0.2405063291139241,88.7,14.0,-2.8131185640081435,-1.418509338851537,-1.2064761527874637,2.8714468694358684
381,Brendan Ryan,274,107,18,15,183,9,471,0.229,0.29,0.307,0.597,0.22058823529411764,0.4811580882352941,0.1856617647058824,0.11259191176470587,0.03982136211388165,0.006698920729438035,0.0055824339411983635,0.06810569408262003,0.003349460364719017,0.17528842575362855,84.7,14.0,-2.6701790849626463,-1.3653899790850288,-1.1392063493255138,2.7632510225988685
382,Jarrod Saltalamacchia,338,148,5,99,285,11,908,0.228,0.306,0.407,0.713,0.3410283315844701,0.3572927597061909,0.2345225603357817,0.06715634837355719,0.0517301642782244,0.0017476406850751485,0.03460328556448794,0.09961551904928348,0.0038448095071653273,0.317371548409647,90.95,23.5,-2.845208245978712,-1.328169894361756,-1.0831026034174125,3.0333822962037416
385,Gary Sanchez,245,65,1,115,168,6,461,0.236,0.32,0.502,0.823,0.2532188841201717,0.4094420600858369,0.2283261802575107,0.10901287553648067,0.0370581527936146,0.0005701254275940707,0.06556442417331812,0.09578107183580388,0.0034207525655644247,0.2628278221208666,92.4,15.0,-2.904493034147354,-1.4859985801234803,-1.2597949872354883,2.9749254216934693
386,Yolmer Sanchez,252,113,24,32,160,3,519,0.245,0.3,0.36,0.66,0.1957882754695504,0.4849174729652817,0.2555492316448492,0.06374501992031872,0.04595363969093128,0.009760065067100449,0.013013420089467265,0.06506710044733631,0.0012200081333875556,0.2110614070760472,87.6,10.0,-2.7768984604154303,-1.482105141833364,-1.2571366515621232,2.8084783341772126
387,Pablo Sandoval,537,262,21,149,346,55,732,0.279,0.331,0.445,0.775,0.24818432256448786,0.4477836213373403,0.22138742799899824,0.08264462809917356,0.052758759565042286,0.004228755537656061,0.030004027386226338,0.06967378171566653,0.011075312122432542,0.14740233588401128,91.0,10.0,-2.863729791510727,-1.5650349914251678,-1.299791552578007,2.9075629353805414
388,Miguel Sano,317,99,6,131,265,8,834,0.241,0.332,0.496,0.8290000000000001,0.30337078651685395,0.3751080380293864,0.2497839239412273,0.07173725151253241,0.043882978723404256,0.0026595744680851068,0.05806737588652482,0.1174645390070922,0.0035460992907801413,0.3696808510638298,95.45,16.0,-3.009371095502537,-1.5461752378668008,-1.3134730449235437,3.0747249782661967
389,Carlos Santana,799,301,16,240,991,57,1056,0.248,0.366,0.446,0.812,0.24874715261959,0.4339407744874715,0.21662870159453304,0.10068337129840546,0.04701655732583568,0.0024992189940643552,0.03748828491096532,0.154795376444861,0.008903467666354265,0.16494845360824742,91.2,13.0,-2.89759286089108,-1.5226064979254308,-1.2955749499173117,2.8993630854691967
390,Danny Santana,239,87,22,42,80,4,448,0.26,0.299,0.418,0.7170000000000001,0.1906354515050168,0.4991638795986622,0.2466555183946489,0.06270903010033445,0.05002875215641173,0.012650948821161587,0.024151811385853938,0.04600345025876941,0.0023001725129384704,0.2576193214491087,90.4,9.0,-2.8520629728255535,-1.5616738339391036,-1.313409236725713,2.887843201161525
391,Domingo Santana,233,87,2,77,209,4,612,0.255,0.341,0.446,0.7879999999999999,0.20609981515711645,0.4676524953789279,0.2994454713493531,0.026802218114602587,0.04533611255862429,0.0010422094841063053,0.04012506513809275,0.10891089108910892,0.0020844189682126106,0.31891610213652943,91.5,11.0,-2.908950029944212,-1.5461338801835685,-1.3333534342048683,2.9131090185071886
